id	name	shortname	label	method	project	donor	species	strain	age	ageunit	agetext	sex	numpooledanimals	plugdate	tissue	roi	neuronprop	targetnumcells	cellconc	datecaptured	sampleok	chemistry	transcriptome	comment	analysis	all_fc_analysis_id	editby	editat
765	10X165_4	XDD:2924:342_Medulla		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Medulla		N/A	4000	800	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3654	emelie	2019-05-31 17:06:26
766	10X166_1	XDD:2924:342_Heart		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Heart		N/A	5000	800	2019-02-14	Y	v3	GRCh38-3.0.0	Gradient centrifugation with ovomucoid albumin inhibitor was done to remove blood cells. Few clumps in the suspension that wasn't dissociated, emulsion looked okay.	Queueing	3973	emelie	2019-05-31 17:06:54
767	10X166_2	XDD:2924:342_Lung		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Lung		N/A	5000	1000	2019-02-14	Y	v3	GRCh38-3.0.0	Right lung, few clumps in the susepnsion that wasn't dissociated. Emulsion looked okay. 	Queueing	3974	emelie	2019-05-31 17:07:10
768	10X167_1	BRC2061_Cortex		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	900	2019-02-15	Y	v3	GRCh38-3.0.0	Cortex a bit destroyed, no image was taken of the tissue piece before dissociation. 	Queueing	3655	emelie	2019-05-31 17:07:47
769	10X167_2	BRC2061_Cortex		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	900	2019-02-15	Y	v3	GRCh38-3.0.0	Cortex a bit destroyed, no image was taken of the tissue piece before dissociation.	Queueing	2614	emelie	2019-05-31 17:08:26
770	10X167_3	BRC2061_Hippocampus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Hippocampus		N/A	4000	600	2019-02-15	N	v3	GRCh38-3.0.0	Hippocampus a bit destroyed, no image was taken of the tissue piece before dissociation.	Not analyzed		emelie	2019-05-31 17:08:44
771	10X167_4	BRC2061_Hippocampus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Hippocampus		N/A	4000	600	2019-02-15	N	v3	GRCh38-3.0.0	Hippocampus a bit destroyed, no image was taken of the tissue piece before dissociation.	Not analyzed		emelie	2019-05-31 17:09:04
772	10X167_5	BRC2061_Mesencephalon		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3656	emelie	2019-05-31 17:10:10
773	10X167_6	BRC2061_Mesencephalon		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3657	emelie	2019-06-03 09:43:25
774	10X167_7	BRC2061_Thalamus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Thalamus		N/A	4000	1300	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3658	emelie	2019-06-03 09:43:58
775	10X167_8	BRC2061_Thalamus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Thalamus		N/A	4000	1300	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3659	emelie	2019-06-03 09:45:15
776	10X168_1	BRC2061_Mesencephalon		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Mesencephalon	(test)	N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	Emulsion volume was less than 100 ul, but emulsion looked fine. Maybe less cells captured...?	Queueing	2619	emelie	2019-06-03 09:54:58
777	10X168_2	BRC2061_Mesencephalon		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	Emulsion volume was less than 100 ul, but emulsion looked fine. Maybe less cells captured...?	Queueing	2620	emelie	2019-06-03 14:55:32
778	10X168_3	BRC2061_Mesencephalon		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	Emulsion volume was less than 100 ul, but emulsion looked fine. Maybe less cells captured...?	Queueing	2621	emelie	2019-06-03 15:12:14
779	10X168_4	BRC2061_Thalamus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Thalamus		N/A	4000	1300	2019-02-15	Y	v3	GRCh38-3.0.0		Queueing	3660	emelie	2019-06-03 15:11:58
780	10X168_5	BRC2061_Thalamus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Thalamus		N/A	4000	1300	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2623	emelie	2019-06-03 15:13:37
781	10X168_6	BRC2061_Thalamus		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Thalamus		N/A	4000	1300	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3661	emelie	2019-06-03 15:15:56
782	10X169_1	BRC2061_Cerebellum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2625	emelie	2019-06-03 15:17:37
783	10X169_2	BRC2061_Cerebellum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2626	emelie	2019-06-03 15:20:56
784	10X169_3	BRC2061_Medulla		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	1000	2019-02-15	N	v3	GRCh38-3.0.0	10XV3 Emulsion failed, sample from this well almost completely transparent. 	velocyto failed. Check logfile /data/proj/chromium/10X169_3_A_1/velocyto_run10x.log (10X169_3_A_1)	1826	emelie	2019-06-03 09:58:50
785	10X169_4	BRC2061_Medulla		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	1000	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2627	emelie	2019-06-03 15:37:31
786	10X169_5	BRC2061_Pons		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Pons		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2628	emelie	2019-06-03 10:01:15
787	10X169_6	BRC2061_Pons		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Pons		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2630	emelie	2019-06-03 15:41:17
788	10X169_7	BRC2061_Striatum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3662	emelie	2019-06-03 15:44:18
789	10X169_8	BRC2061_Striatum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2377	emelie	2019-06-03 15:49:13
790	10X170_1	BRC2061_Cerebellum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2378	emelie	2019-06-03 15:52:12
791	10X170_2	BRC2061_Cerebellum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2379	emelie	2019-06-03 15:54:57
792	10X170_3	BRC2061_Striatum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	2380	emelie	2019-06-03 15:56:30
793	10X170_4	BRC2061_Striatum		rna-seq	Dev human	BRC2061	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	700	2019-02-15	Y	v3	GRCh38-3.0.0	10XV3	Queueing	3663	emelie	2019-06-03 16:05:51
834	10X177_1	XDD:348_Spinal_cord_cervical		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Spinal cord cervical	SCC	N/A	4000	980	2019-04-23	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 10:53:55
835	10X177_2	XDD:348_Spinal_cord_thoracic		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Spinal cord thoracic		N/A	4000	263	2019-04-23	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 10:54:22
836	10X177_3	XDD:348_Spinal_cord_lumbar		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Spinal cord lumbar	SCL	N/A	4000	450	2019-04-23	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 10:56:07
837	10X177_4	XDD:348_Forebrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Forebrain		N/A	4000	1270	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3664	emelie	2019-06-03 10:59:19
838	10X177_5	XDD:348_Forebrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Forebrain		N/A	4000	1270	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3665	emelie	2019-06-03 11:00:17
839	10X177_6	XDD:348_Forebrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Forebrain		N/A	4000	1270	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3666	emelie	2019-06-03 11:00:30
840	10X178_1	XDD:348_Forebrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Forebrain		N/A	4000	1270	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	2701	emelie	2019-06-03 11:02:52
841	10X178_2	XDD:348_Hindbrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Hindbrain		N/A	4000	620	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3667	emelie	2019-06-03 11:03:00
842	10X178_3	XDD:348_Hindbrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Hindbrain		N/A	4000	620	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3668	emelie	2019-06-03 11:03:18
843	10X178_4	XDD:348_Hindbrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Hindbrain		N/A	4000	620	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3669	emelie	2019-06-03 11:03:31
844	10X178_5	XDD:348_Mesencephalon		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Mesencephalon		N/A	4000	860	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	2705	emelie	2019-06-03 11:04:58
845	10X178_6	XDD:348_Mesencephalon		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Mesencephalon		N/A	4000	860	2019-04-23	Y	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:05:09
846	10X178_7	XDD:348_Mesencephalon		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Mesencephalon		N/A	4000	860	2019-04-23	Y	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:05:53
847	10X178_8	XDD:348_Spinal_cord_cervical		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Spinal cord cervical		N/A	4000	980	2019-04-23	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:08:31
848	10X179_1	XDD:348_Forebrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Forebrain		N/A	4000	1270		Y	v3	GRCh38-3.0.0	GEM was clear, probably it was clogged	Queueing	2248	emelie	2019-06-03 11:09:14
849	10X179_2	XDD:348_Mesencephalon		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Mesencephalon		N/A	4000	860	2019-04-23	Y	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:11:22
850	10X179_3	XDD:348_Mesencephalon		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Mesencephalon		N/A	4000	860	2019-04-23	Y	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:11:41
851	10X179_4	XDD:348_Hindbrain		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Hindbrain		N/A	4000	620	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3670	emelie	2019-06-03 11:12:00
852	10X180_1	XDD:348_Lung		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Lung		N/A	3000	200	2019-04-23	Y	v3	GRCh38-3.0.0		Queueing	3975	emelie	2019-06-03 11:12:18
853	10X181_1	XDD:348_Eyes		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Eyes		N/A	5000	800	2019-04-24	?	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-03 11:12:58
854	10X181_2	XDD:348_Face		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Face		N/A	5000	810	2019-04-24	Y	v3	GRCh38-3.0.0		Queueing	4061	emelie	2019-06-03 11:13:25
855	10X181_3	XDD:348_Head		rna-seq	Dev human	XDD:348	Hs		5.0	pcw	5w				Head		N/A	5000	730	2019-04-24	Y	v3	GRCh38-3.0.0		Queueing	4062	emelie	2019-06-03 11:13:45
864	10X183_1	XDD:351_Spinal_cord_cervical		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Spinal cord cervical		N/A	4000	627	2019-05-09	Y	v3	GRCh38-3.0.0		Queueing	2710	emelie	2020-02-12 12:58:37
865	10X183_2	XDD:351_Spinal_cord_lumbar		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Spinal cord lumbar		N/A	4000	596	2019-05-09	Y	v3	GRCh38-3.0.0		Queueing	2711	emelie	2020-02-12 12:58:49
866	10X183_3	XDD:351_Spinal_cord_thoracic		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Spinal cord thoracic		N/A	4000	853	2019-05-09	Y	v3	GRCh38-3.0.0		Queueing	2712	emelie	2020-02-12 12:59:14
868	10X185_1	XDD:351_Cerebellum		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cerebellum		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3671	emelie	2020-02-12 12:59:38
869	10X185_2	XDD:351_Cerebellum		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cerebellum		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	2715	emelie	2020-02-12 13:00:56
870	10X185_3	XDD:351_Mesencephalon		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Mesencephalon		N/A	4000	903	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	2716	emelie	2020-02-12 13:01:10
871	10X185_4	XDD:351_Mesencephalon		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Mesencephalon		N/A	4000	903	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3672	emelie	2020-02-12 13:03:28
872	10X185_5	XDD:351_PonsMedulla		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Pons/Medulla		N/A	4000	770	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3673	emelie	2020-02-12 13:03:44
873	10X185_6	XDD:351_PonsMedulla		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Pons/Medulla		N/A	4000	770	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3674	emelie	2020-02-12 13:04:10
874	10X185_7	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3675	emelie	2020-02-12 13:04:21
875	10X185_8	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3676	emelie	2020-02-12 13:04:36
876	10X186_1	XDD:351_Cerebellum		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cerebellum		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X185 and loaded in second chip.	Queueing	3677	emelie	2020-02-12 13:05:52
877	10X186_2	XDD:351_Mesencephalon		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Mesencephalon		N/A	4000	903	2019-05-10	Y	v3	GRCh38-3.0.0	GEM was clear, probably it was clogged. Sample was the same as 10X185 and loaded in second chip.	Queueing	3099	emelie	2020-02-12 13:06:01
878	10X186_3	XDD:351_PonsMedulla		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Pons/Medulla		N/A	4000	770	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X185 and loaded in second chip.	Queueing	3136	emelie	2020-02-12 13:06:14
879	10X186_4	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1060	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X185 and loaded in second chip.	Queueing	3678	emelie	2020-02-12 13:06:26
880	10X187_1	XDD:351_Cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3679	emelie	2020-02-12 13:06:36
881	10X187_2	XDD:351_Cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3680	emelie	2020-02-12 13:06:48
882	10X187_3	XDD:351_Enthorinal_cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Enthorinal cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3681	emelie	2020-02-12 13:07:00
883	10X187_4	XDD:351_Enthorinal_cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Enthorinal cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3571	emelie	2020-02-12 13:07:10
884	10X187_5	XDD:351_Hippocampus		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Hippocampus		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3682	emelie	2020-02-12 13:07:21
885	10X187_6	XDD:351_Hippocampus		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Hippocampus		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3683	emelie	2020-02-12 13:07:35
886	10X187_7	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3692	emelie	2020-02-12 13:07:46
887	10X187_8	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0		Queueing	3693	emelie	2020-02-12 13:07:56
888	10X188_1	XDD:351_Cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X187 and loaded in second chip.	Queueing	3572	emelie	2020-02-12 13:08:09
889	10X188_2	XDD:351_Enthorinal_cortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Enthorinal cortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X187 and loaded in second chip.	Queueing	3694	emelie	2020-02-12 13:08:20
890	10X188_3	XDD:351_Hippocampus		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Hippocampus		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X187 and loaded in second chip.	Queueing	3695	emelie	2020-02-12 13:08:29
891	10X188_4	XDD:351_Subcortex		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Subcortex		N/A	4000	1000	2019-05-10	Y	v3	GRCh38-3.0.0	sample was the same as 10X187 and loaded in second chip.	Queueing	3696	emelie	2020-02-12 13:08:39
892	10X189_1	XDD:351_Lung		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Lung		N/A	4000	1190	2019-05-10	Y	v3	GRCh38-3.0.0	Lung-1 (first part of lung)	Queueing	3573	emelie	2020-02-12 13:08:49
893	10X189_2	XDD:351_Lung		rna-seq	Dev human	XDD:351	Hs		12.0	pcw	12w				Lung		N/A	4000	667	2019-05-10	Y	v3	GRCh38-3.0.0	Lung-2 (second part of lung)	Queueing	3574	emelie	2020-02-12 13:08:58
935	10X196_1	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3697	emelie	2019-06-25 12:55:46
936	10X196_2	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3698	emelie	2019-06-25 13:02:21
937	10X196_3	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing		emelie	2019-06-25 13:02:39
938	10X196_4	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3035	emelie	2019-07-11 16:05:45
939	10X196_5	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2871	emelie	2019-06-25 13:03:15
940	10X196_6	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2872	emelie	2019-06-25 13:03:28
941	10X196_7	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-25 13:03:47
942	10X196_8	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-25 13:04:52
943	10X197_1	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3699	emelie	2019-06-25 13:05:08
944	10X197_2	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3700	emelie	2019-06-25 13:05:23
945	10X197_3	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2875	emelie	2019-06-25 13:05:37
946	10X197_4	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2876	emelie	2019-06-25 13:05:47
947	10X197_5	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2877	emelie	2019-06-25 13:06:00
948	10X197_6	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2878	emelie	2019-06-25 13:06:13
949	10X197_7	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-25 13:06:26
950	10X197_8	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-25 13:06:37
951	10X198_1	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2879	emelie	2019-06-25 13:06:52
952	10X198_2	BRC2191_Dorsal_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Dorsal midbrain		N/A	5000	1300	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2880	emelie	2019-06-25 13:07:05
953	10X198_3	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2881	emelie	2019-06-25 13:07:18
954	10X198_4	BRC2191_Hypothalamus		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Hypothalamus		N/A	5000	680	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2882	emelie	2019-06-25 13:07:29
955	10X198_5	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2883	emelie	2019-06-25 13:07:40
956	10X198_6	BRC2191_Striatum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Striatum		N/A	5000	700	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2884	emelie	2019-06-25 13:07:52
957	10X198_7	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0	GEM was clear, it was probably clogged.	Not analyzed		emelie	2019-06-25 13:08:05
958	10X198_8	BRC2191_Ventral_midbrain		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Ventral midbrain		N/A	5000	1010	2019-06-05	N	v3	GRCh38-3.0.0		Not analyzed		emelie	2019-06-25 13:08:14
959	10X199_1	BRC2191_Cerebellum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Cerebellum		N/A	5000	990	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3701	emelie	2019-06-25 13:08:23
960	10X199_2	BRC2191_Cerebellum		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Cerebellum		N/A	5000	990	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	3702	emelie	2019-06-25 13:08:35
961	10X199_3	BRC2191_Pons		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Pons		N/A	5000	760	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2887	emelie	2019-06-25 13:08:46
962	10X199_4	BRC2191_Pons		rna-seq	Dev human	BRC2191	Hs		6.9	pcw	6.9w				Pons		N/A	5000	760	2019-06-05	Y	v3	GRCh38-3.0.0		Queueing	2888	emelie	2019-06-25 13:08:56
